id,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
29059,current,M,35,632,4634,,2432.22,31001,3983.61,1215,3,5,,,3,3,78000,,,,,,,,,31470,26549,10,2,20776,60028,80898,5,13,45000,13396,359,1,7,130,,0,1079
9906,current,M,26,818,6070.67,7061.01,1205,2917.48,9385.34,1119,,1,5,9,19,12,61000,,,,,,,,,34768.26,46038,23,5,31150,13287.98,32456,4,27,27277,13034.09,26760,3,22,26374,,1670.69,9301
46202,current,M,35,271,8707,,4879.5,3615.05,1249,4993,16,17,31,,9,11,40000,,,,,,,,,48388.63,52967,12,3,34811,50144.64,35014,1,21,34836,36290.04,36281.5,4,22,35436,,837.31,2672
22433,current,M,44,728,23405,,3700.5,638,9230,,13,11,25,,1,1,26000,,,,,,,,,71703.82,67595,25,7,20000,31458,31873,3,15,15240,42971,36344.96,7,23,15230,,0,2915
13308,current,M,34,533,2077.4,10209.37,3422,1402,2937.2,,4,1,1,3,3,2,41000,,,,,,,,,26002.57,28960,8,2,16363,19426.34,16579,1,10,16363,16050.36,16573,2,4,16351,,0,2140
29718,current,M,41,533,953,1086,1589,,624,,1,2,5,2,,,600000,1,,1,,,,,,138946.5,102300.5,14,8,38113,96981.94,141337,4,13,70000,187993,107753,5,12,36866,,4288.94,377
38632,current,M,36,708,17240,1199.31,1271,4388.9,3526,,6,1,3,1,6,1,100000,,,,,,,,,57387.56,85741.28,17,6,30200,26800.9,4976.7,3,16,4100,34944,52688.49,5,11,24963,,0,4205
39104,saving,M,31,257,13890.76,11420,2568.7,5112,8161.23,1953,4,2,3,2,5,5,75000,,,,,,,,,36361.75,32159,13,3,11000,14134.26,15177.5,2,10,15000,25058.3,31475,4,11,16000,,2851.38,481
15903,current,M,45,623,4521.51,2164.94,2825.43,,3731.97,,8,5,3,3,,3,30000,,,,,,,,,44747.85,36062,29,5,19454,12337.57,3661.47,2,16,3335,34195.54,53848,7,19,20581,,0,368
8778,current,M,27,523,30765.4,401.16,5261.62,642,905.4,,13,7,6,1,1,,100000,,,,,,,,,46813.92,46383,10,2,45840,69811.32,75850,2,11,45840,27090.17,95733,5,6,45840,,12794.89,14831
43599,current,M,45,623,15235.07,,70219.69,,38487,,18,27,28,,,,200000,,,,1,,,,,91925,91154.37,6,3,75993,27535.1,316095,2,4,240000,15605.48,77848,2,1,75993,,6725.24,4559
16138,current,F,32,723,41220.75,76214,21755.75,1863,4603,,8,10,17,2,1,,58000,,,,,,,,,141244.99,162112,11,3,120000,51561.12,40415.5,4,14,30000,25792.37,20800,3,5,15500,,0,5859
13862,current,M,40,516,8532,,1448.84,,708,,1,4,7,,,,40000,,,,,,,,,39300,50881,8,5,18224,31003,17425,3,11,13350,21696.82,21752,3,5,18217,,0,360
34088,current,M,29,764,25225,7369,13836.5,,490,,1,,1,3,,,28000,,,,,,,,,60081.22,68023.41,22,3,67500,27383,20068,1,3,20000,723,322.29,3,6,188.29,,0,10842
28362,current,M,56,683,32882.57,,3075,,18191.785,,21,5,3,,,,75000,,,,,16317860,,70000,,50069.26,45919.64,5,5,45000,36491.39,73140,3,7,40000,47594,22906,2,9,22500,,14125.42,1963
40473,current,M,28,324,15163.38,,11921.42,1486,14232.4,3923,19,19,2,,3,12,139000,,,,,,,,,44279.02,32993,17,1,32907,14910.74,23124,3,19,20000,50503.75,26997.23,4,28,21576,,1658.8,3084
28015,current,M,41,523,2202.54,1379,8182,,5275.77,542,2,14,,1,,4,175000,,,,,,,,,156493.98,119323,13,1,119062,123269.2,162459,4,10,109323,113362.24,111458,3,22,109311,,999.07,1789
12499,saving,M,50,764,52412,2266,25930,791,36619,1651,11,3,3,1,1,4,200000,,,,,,10000,,,22784.25,17617,8,4,12000,68026,62038,2,7,53000,31676.75,28783,4,9,27000,,239.64,53931
4172,saving,F,46,683,7138,40202.06,561,14556,414,7334.29,4,1,1,28,23,26,120000,,,1,,,,,,121245.69,143265.81,41,8,108479.67,121919.46,119561.13,6,37,108479.67,121712.21,149281.37,7,34,108479.67,,115846.15,120
26682,current,M,44,254,115265.55,,27679.42,,4418.85,,8,14,39,,,,750000,,,1,,,25000,,,695445.41,699723.94,56,19,180000,523432.27,688260,6,26,200000,440855.52,389121,8,28,200000,,13083.55,18917
36379,saving,M,33,233,22131.355,,39961.71,,3950,,,27,22,,,,50000,,,,,,,,,8093.76,8651,3,1,8532,,9297,1,0,9000,109865.94,100264,2,4,100000,,7797.78,32771
45585,saving,M,24,405,765.5,132.4,3028.5,1217.39,453,,1,3,5,1,1,,40000,,,,,,,,,5873.33,7228,3,1,7000,7757.99,6329,3,6,4000,34273.63,33319,6,5,12000,,0,450
28947,current,M,46,523,7321,,987,,4186,,2,1,10,,,,100000,,,,,,,,,29875.25,31741,5,2,20700,30807,37841,2,7,20700,38835,50661,3,8,30354,,1091.81,1637
18300,current,M,54,233,45231.82,,18296.64,,31721.84,,9,17,35,,,,150000,,,,,,,,,4107.25,,3,0,,4163,,0,2,,4036,667,1,2,430,,4292.58,39286
16542,current,F,32,565,37206.02,25143,1832.66,3494,19711.84,,19,6,2,1,2,1,50000,,,,,,,,,48272.78,31899,22,2,27728,41577.75,42344,5,11,24000,16024.9,51656,5,5,27640,,0,314
26582,current,M,55,823,1427,,40261,,21233,,2,4,5,,,,325000,,,,,170590.75,,,,48501.55,41434.7,7,3,32790.74,2102.5,63738.9,2,3,63554.9,31367.76,49552.52,6,5,16567.52,,4862.67,14766
18284,current,M,29,545,2502.3,,3164,,686,,6,7,3,,,,21000,,,,,,,,,2101.72,2223.72,3,1,2027.72,,,,,,,170,1,0,1,,0,2960
32867,current,M,30,523,7232.5,13492.4,28525.25,2119,48569,2632,3,,6,10,8,7,82000,,,,,,,,,44192.43,65642,30,3,27540,24301,,0,13,,29839,32369,4,12,27540,,0,1404
39365,current,M,40,245,53546.81,7026,21450.42,4427,3526,2002,11,12,14,14,10,16,195000,,,,,,,,,41651,33841.09,22,4,28008.18,37922.5,74222.66,5,15,40000,50998,31560.27,5,27,29024.6,,0,3186
10734,current,M,32,233,12446,,1848.92,967.92,7742.46,125,2,4,2,,1,8,33000,,,,,,,,,12550.86,13109,7,1,13000,6655.42,26615,2,6,16000,26434,112,1,8,71,,0,3360
16816,current,M,33,259,3068.7,,756.93,,5850,,10,2,12,,,,45000,1,1,,,,,,,70549.1,164940,24,2,145994,125853.11,19126,1,10,18837,76448.66,28161.42,4,14,16406,,2924.36,257
31793,current,M,30,233,2428,,3121,,1942,,4,4,4,,,3,41000,,,,,,,,,12387.25,23649,8,3,21605,19386.5,52077,2,8,45500,20330.77,25470,3,10,20862,,0,1457
40676,current,M,47,544,15683,,8081,,25951,,5,4,15,,,,600000,,,,,,264166.51,130000,5730,186778.98,182049,28,8,50000,133433.29,156780,4,23,100000,152209.23,175339,5,17,75000,,195.43,11179
35019,current,F,25,233,7468,,10474,488,3147,,1,6,7,,1,,70000,,,,,,,,,46476.07,31702,26,6,16593,26879,34558,8,14,15856,49915.17,50006.25,9,10,11434.25,,5440.36,1525
275,current,M,47,623,51386.46,,9774.63,,1412.98,,11,6,16,,,,125000,,,,1,,,50000,,58021.65,156975,6,4,103848,54415.01,146869,3,5,103849,54394.91,114044,3,9,103846,,1205.87,5626
13818,current,M,24,233,562,995,3780,3461,818,5973,1,1,1,3,4,17,20000,,,,,,,,,13482,14203,25,3,13924,15344.42,14837.87,3,22,13543,14614.07,14355,2,24,14073,,0,3264
8122,current,M,38,723,7345.35,,10402.65,,15633,,11,22,17,,,,150000,,,1,,,,,,84824.42,80351,10,2,69407,79013.61,74202,1,8,74171,60116,68878,2,6,68657,,8584.53,2833
2321,current,M,30,544,8610,,8649.7,9023,445,381,5,9,1,,2,3,42000,,,,,,,,,20480.97,43738.9,9,6,15078,22036.02,331,1,5,100,20485.12,25459,4,15,15078,,906.2,6628
32164,current,M,49,818,9827,,15783.39,,606,,3,10,2,,,,250000,,,,,,,,,268389.44,278916.44,4,2,236817.44,262527.93,318135.93,4,4,231101.93,275477.03,287303.03,3,4,243436.03,,11799.22,2669
4337,current,M,35,274,1885.5,,1781,455,624,864,,2,9,,1,5,100000,,,,,,13439,,,114965.92,110328,13,4,44421,77622,44548,1,6,44421,53099.8,93549,5,11,44421,,6496.27,8435
42134,current,M,33,245,3200,1061,1341,622,2823.5,,2,3,6,1,2,1,25000,,,,,,,,3897,28190.25,29441,16,2,15000,40907,49191,4,12,20619,16883.58,26650.5,4,8,20517,,35.74,400
41302,current,M,37,726,13728.16,,14424.5,,3711,,19,20,30,,,,78000,1,,1,,,,,,40216.13,73940,30,4,45470,35690.5,1696,1,20,1600,70119.63,93669,6,15,35333,,5094.62,2895
32887,current,M,29,349,16781.8,,4000.92,,7035,535,7,7,20,,,2,35000,,,,,,,,5730,85541.03,48581,16,5,24223,93291.27,120918,10,11,46500,71434.38,41395,8,13,8000,,0,3861
13050,current,M,32,823,3781.57,,565.76,,537.75,335,2,1,3,,,1,300000,1,,,,,,,,61844.52,124859.12,16,4,93366,91641.65,122756.13,2,13,107820.13,78469.38,81329.56,2,15,80658.56,,271138.15,500
7155,current,F,28,534,1571,,3937,927,2656,100,2,4,4,,2,5,100000,,,,,,,,,14239.5,15018,6,1,14866,3280,,0,6,,25656.63,16840.5,3,13,16500,,0,3287
46782,current,M,35,534,6379.33,,40849.04,,23578.685,,12,30,12,,,,70000,,,,,,,,,41318.18,58473,8,2,29171,50709.95,73512,2,4,38500,47091.5,60529,5,9,29171,,0,3595
41624,current,M,38,264,2013.7,893,2076.85,1724,982,2024,1,,5,5,8,8,25000,,1,,,,,,,24688.25,20224,12,2,10403,19803.7,54436,3,13,34000,30868,14613,3,13,10403,,4082.55,4030
23590,current,F,40,324,44180.55,,20918.03,,7304.45,,16,18,11,,,,200000,,,,,,,,,87655.92,70070.37,17,10,46851.67,38950.66,38815.97,7,9,31610.97,40292.22,45188.59,7,16,32215.59,,0,29838
42977,current,M,39,686,10838,14625.5,18060.15,7139.92,34280,785,5,5,9,11,14,11,200000,,,,1,,,500000,,441503.8,301159.35,38,7,150000,221624.1,221427.18,13,49,112976,158246.28,206595,12,37,112956,,19256.84,20558
44527,current,M,35,625,2698.26,472,1923.6,415,1227,,7,5,10,2,2,2,100000,,,,,,,,,27421,35256,9,2,21970,74762,93850,6,11,21970,146810.5,92443,27,22,22000,,0,1671
11667,current,M,32,623,5304,517,56272,1803,5923,,1,14,30,1,2,,71000,,,,,,,,,79773,75466,11,8,23743,326197.94,460041,15,22,350150,61201,27611,4,13,21998,,4981.92,3394
38374,current,M,34,683,24581.5,3350,47122,,731,1632,,5,3,2,,4,56000,1,,1,,,,,,60809.35,56320.84,34,1,56263.84,48004,36385.3,1,16,36277.3,195757.5,198078.11,5,33,50000,Y,9934.26,11577
5022,current,M,36,233,5058,,2774.68,5110,1990,,3,3,6,,1,,360000,,,,,,,,,82024.75,309388,7,4,250000,165583.5,98690,5,7,50000,29164.75,101289.29,7,8,62000,,0,651
28421,current,F,32,683,63397,39408.82,2131,15653.56,1306,16575.05,5,1,3,14,10,26,60000,,,,,,,,,116200.14,113103,36,8,40460,40339.49,76646.5,6,23,38465,55099.67,38406,4,39,28409,,0,316
26007,current,M,34,683,35604.79,,79167.87,44220,44492,4558,25,33,49,,2,7,125000,1,,,,,,,,204824,121095,25,10,61766,285698.75,341556,28,46,67500,317309.48,242559.76,33,50,60887,,3533.59,32147
41565,current,M,56,513,8691.85,,1878.84,,5980.345,,6,8,8,,,,178000,,,,,,,,,38368.55,31648,8,2,26620,32919.25,59981,4,5,26850,55231.14,32529.69,4,11,26820,,0,11073
44228,current,F,33,605,1613,,87651.2,,11199.75,,1,6,2,,,,225000,,,,,,,,,5751.5,5148,5,1,5000,,,,,,804.6,1359,2,2,1000,,0,9023
1125,saving,M,45,434,9412.11,,28367.57,,383,,6,16,15,,,,135000,,,1,,,,,,52315,53939,11,6,14000,22496.11,30300,1,6,30000,42104.57,40293,2,6,40000,,61153.31,20967
7275,current,M,28,683,16602,707,28113,5193.76,3592,618,,3,24,13,28,11,48000,,,,,,,,,9747.75,9235,22,4,8590,23713.51,26059,4,39,20000,14105.43,11693,3,15,8500,,0,2856
31291,current,M,36,408,4600.545,4810.01,6268,3765,1096.09,2424,,9,6,7,3,11,70000,,,,,,,,,32807.28,59778,35,2,30056,27734.34,1040,2,24,600,34258.36,39552,4,38,30056,,0,3277
35253,current,M,25,723,963.23,1208,1476.04,1090,181,497,2,6,4,2,2,4,35000,,,,,,,,,27981.34,37006,24,4,24209,43350.85,37331.5,5,21,19650,22519.8,18595,4,18,18163,,314.38,275
27655,current,M,49,683,21675.98,,27817.27,,891,,17,17,25,,,,600000,,,,,,,,,35878.09,70071,12,4,19000,55499.93,83890,5,10,41000,50025.39,30061,3,9,22948,,0,3050
10871,saving,M,29,258,15110.75,1746.52,23918.52,14081.79,5451.98,1498.42,,10,8,12,8,10,25000,,,,,,,,,143444.4,113287.4,33,10,29191.28,334422.44,344504.72,13,34,288075,43659.07,48113.38,8,21,15000,,0,152
34146,current,M,33,263,12445.1,,8494.15,,627,1330,5,11,10,,,5,37000,,,,,,,,,10518.04,12732,3,1,12527,14134.77,156669,3,4,141000,34885.14,15104,3,7,9195,,0,1292
39724,current,M,38,723,18100.65,16000.5,14301.82,,4434.05,10735,17,23,19,18,,13,150000,1,,1,,,,,,128803.47,126487.74,67,9,54135,25720.63,68277.37,4,11,60000,73715.76,36462.75,8,38,27000,,7016.93,8056
23180,saving,M,38,568,9025.3,,5776,,5392,,9,6,5,,,,81000,,,,,,,,,6805.07,,3,0,,4678,,0,1,,16993.92,490,1,2,218,,0,2199
8189,saving,M,32,734,5660,,37485.29,300,5548,,4,10,6,,1,1,92000,,,,,,,,,15433.66,30106.83,12,5,22474,53309.28,44669.21,4,16,22474,83713.51,76304,7,20,22474,,0,2308
9671,saving,M,57,639,7989,,20425,,14522.5,,2,2,,,,,40000,,,,,,,,,33953.25,19460,4,1,19450,55243.99,146042,1,4,145780,67135,962,1,6,717,,10998.11,33250
20420,saving,M,34,518,59317.99,,59522.8,,22291.13,307,10,24,32,,,1,172000,,,,,,,,,175382.96,223167,37,24,30000,426309.37,315336,14,77,150000,175004.54,194927.71,11,34,140000,,500.19,5113
39122,current,M,40,523,1686,6766,907,15143,22025,5621,1,1,5,1,9,16,450000,,,,1,,,,,6857,10188,2,1,10000,15081,11248,2,9,10000,31816.8,133461,6,23,95500,,0,3436
11844,current,M,24,523,1113.24,,2413.26,,1898.25,2471,1,2,1,,,1,30000,,,,,,,,,21517.76,19289,11,3,10558,57334.64,116688,3,10,68000,83138.74,34875,6,15,14922,,0,1565
18692,current,M,34,425,2903.6,,7757.22,,5217.91,,3,5,9,,,,44000,,,,,,,,,98.25,16438,2,1,16382,25237.75,43047,2,3,26600,159.75,16805,2,1,16382,,9610.14,5431
44300,current,F,29,683,1383,,5449.23,852.14,4289.115,,1,2,8,,1,,40000,,,1,,,,,,131995.58,133928,14,6,41000,42128.89,42420,6,7,20900,392848.5,424187,13,14,100000,,0,10957
46665,current,M,38,823,11042.08,,24596.54,,1359,,5,5,5,,,,30000,,,,,,,,,21267.65,18730,17,3,13584,6464,3089,2,3,2000,17454.91,31457,5,12,14579,,464.86,391
3448,current,M,52,627,7683.46,,13038.11,,10790.285,,4,4,3,,,1,25000,,,,,,,,,20933.25,35028,10,8,13355,17021.32,21889,4,4,13355,37769.17,32335.45,5,8,30000,,0,2345
8421,current,M,34,723,12152.36,3819,25985.22,,19670.29,,19,21,7,5,,2,57000,,,,,,,,171,52982.47,79872,32,14,21323,134899.49,104433,13,29,22164,113410.93,124308,18,41,20000,,849.91,25013
46820,current,M,36,746,8948.18,411,16160.41,,16889.1,,7,10,16,1,,,56000,,,,,,,,,150545.44,222155,21,7,112099,290681.09,240575,14,46,65000,351306.42,334001.93,18,42,110000,Y,0,3035
3880,current,M,43,625,897.92,1060,386,1062,889,404,2,1,17,3,4,16,25000,,,,,,,,,57589.89,39428,22,2,38407,50481.5,40532,6,23,26987,158137.57,157778.75,9,44,100000,,4213.85,421
44693,current,F,29,523,33889.81,1536,13016.31,430,19194.48,1428,22,17,23,3,2,1,64000,,,,,,,,,64934.93,43299,22,6,25599,42034.07,51084,10,15,25599,51215.95,39480,9,18,25587,,2256.5,6972
1825,current,M,46,332,14854.31,,11985.9,,787,,4,7,11,,,,300000,,,,,61761.4,,,,8367.26,1122,2,2,1000,8046.13,8266,5,3,6000,20138.31,20340,2,1,20000,,16903.39,744
17038,saving,M,32,250,2486,,3569,11615,6793.13,792,7,12,6,,3,1,25000,,,,,,,,,11546.43,15288,5,2,12000,186868.04,216148,7,13,82000,18339.75,10578,8,10,5000,,0,2614
46239,current,M,37,396,1944,1995.43,439,2251.16,532,,1,1,4,7,10,4,47000,,,,,,,,,27553.18,26052,22,3,22634,21941.66,85095,4,17,40000,31730.57,49806,5,16,22634,,0,4483
17575,current,M,34,700,12977,,1853.41,,7840.705,,3,2,3,,,,600000,,,,,,,,,18966.38,27974,3,9,10000,66913,113893.26,8,4,93000,242347,184993.55,42,14,42073,,3570.41,8268
17683,saving,M,29,233,3184.59,6400,2049.85,2719,2704.22,,1,1,2,16,8,7,65000,,,,,,,,,168799.5,55844,31,7,35000,71383.75,86426,4,22,49000,161694.69,151395,6,24,81180,,0,6264
43095,saving,M,41,585,49185,29373,16391,4192,33560.5,6196,3,1,,4,4,8,100000,,,,,,,,,35666.96,97231,9,2,70000,39183.66,,0,10,,58645.02,59890.97,5,13,35071.97,,0,12028
12054,saving,M,35,683,85976.11,,25810.09,,27735.13,,38,26,28,,,,200000,,,,,,522141.3,,,65784.95,87515.4,10,6,57354,51885.1,93518,4,11,46258,213287.57,191739.27,14,20,50399,,0,23440
22932,current,M,43,233,9238,1350,961,,734,9050,11,1,7,1,,4,156000,,,,,,,,,112162.76,81958,21,4,70535,74197.87,83009,4,14,70536,112264.85,190682,6,22,74243,,148.78,4946
18561,saving,M,26,315,2202.05,353,10705,390,1101,953,5,13,11,2,5,6,30000,,,,,,,,,18191.33,22376.58,14,4,9350,48205.87,44760.77,14,27,7000,109984.62,109993,13,26,37000,,3267.25,14851
32497,current,M,30,683,12716.77,,15043.12,,8601.42,,,20,47,,,,100000,,,,,,,,,,,,,,,,,,,71242,107861,2,5,107600,,12637.15,17714
20967,saving,F,34,233,19212.72,,5941.92,,304.55,,17,17,15,,,,146000,,,,,,,,,29959.3,42066,5,2,29975,21659.93,19535,2,8,17152,6701.1,7097,2,2,6800,,1209.22,531
18215,current,M,34,623,1154.99,1037,931.29,633,1332.14,,1,1,1,4,1,,435000,1,,,,,,,,247211.78,228966,23,9,58062,215016.56,257180.5,5,21,190000,377435.59,383989,12,24,87052,,10101.78,860
6529,current,F,30,764,19682,607,3564,1973,34786,2915.62,,5,8,2,5,14,30000,,,,,,,,,19860,20957,9,3,19496,25935,42329.79,8,18,17582,58012.62,58999,8,28,20382,,0,5555
773,current,M,39,805,11264.02,,4882.71,8356.28,8420.365,5661,16,5,9,,10,12,100000,,,,1,,,,,93240.03,97660.9,8,2,97518,91991.85,97702.85,2,25,97518,107134.42,98228.28,3,28,97517,,23147.67,2793
19078,current,M,56,683,22447.85,4625,6494,5298,9331,2932.28,4,3,1,4,6,9,100000,,,,,,,,,56269.96,111141.71,18,4,76304,119788.79,127334.65,6,18,76304,98543.42,83964.76,5,32,76292,,265.08,10819
37259,saving,M,26,506,9614.87,311,12915,,11489.435,,4,7,7,1,,,42000,,,,,,,,,243963.27,249620,14,9,198000,190301.52,215032,3,17,200000,75275.71,29398,4,11,20000,,345.86,1868
8748,saving,M,39,806,27675.25,,421,,14496.125,,8,1,9,,,,35000,,,,,,,,,26589.08,24855,2,1,24600,178.58,171,1,1,100,20405.37,20575,2,1,20300,,2506.89,7843
30626,current,F,44,523,55723.53,,37643,,8718,,25,14,15,,,,600000,,,,,,,15000,,33486.27,50199,4,1,50000,35989.09,100022,2,4,50000,76246.96,50863,4,4,50000,,0,7114
39534,current,M,29,534,9381.92,2564,13551,11163,915.57,1169,5,3,14,3,11,6,150000,,,,,,,,,77563.66,100998.38,20,5,40000,48422.13,23874.98,6,29,23488,35176.47,41812,5,20,23488,,0,2859
9874,current,M,35,523,1821.69,,3941.79,,19631,,4,9,7,,,,280000,,,,,,,,,57050.88,41290,14,1,41154,48726.19,74825,3,12,38000,38201.86,32872,3,5,28295,,0,467
30414,current,M,39,534,2787,1221.2,1908,14678.63,1696,5242,,1,7,1,17,11,300000,1,,,1,,,,,120086.2,109516,23,1,109361,100377.13,109385.5,2,33,109361,130244,109911.5,3,29,109349,,68926.3,1751
19325,current,M,30,683,20252,,14488,,23995,,,4,12,,,,75000,,,,,,,,,33050,34402,2,1,34323,21165.63,34348,1,6,34324,24825,54294,5,3,34313,,589.28,4207
16233,current,M,46,244,31288.93,,53130.55,,1117,,9,14,4,,,,269000,,,,,,,,,51558.02,54949,9,3,39179,54741.89,61860.86,5,13,35245,161209.94,148639,9,21,69627,,9001.36,915
34269,current,M,36,811,24823.19,,14830.77,,1726,,33,26,36,,,1,50000,,,,,,,,,49557.33,41091,13,1,40892,44205,51801,4,4,40892,39339.37,47030,4,10,40892,,0,2744
5919,current,M,25,623,20044.89,,30118.37,,7776,,22,38,35,,,,47000,,,,,,,,,28574.75,28640,10,3,15886,29590.36,69636,4,7,38500,82672.68,58792,7,14,23000,,3984.22,14008
6633,current,M,47,503,710.77,,2026.85,2496,1907.81,3189,2,1,5,,2,3,120000,,,,,,,,,38891.25,43631.5,9,4,33314,30081,35379,2,11,33444,37956.45,35284,3,10,33314,,0,1001
32552,current,F,39,683,10551,10731,6694,12075,707,1399,4,,5,11,15,16,300000,,,,,,,,,46692.25,47189,18,1,46964,34818.42,41240,2,19,40103,80273.67,89930,4,22,72893,,21180.49,35657
45324,current,F,31,523,13819.9,,17664,,8159.8,3988,,5,14,,,4,100000,,,,,,,,,116252.5,77349,16,1,77220,80650.25,77331,1,7,77220,80683.62,80947.28,3,15,77220,,0,18006
1504,current,M,33,683,3068.3,1219,12677.14,2537.45,8026.22,3841,5,19,,2,8,8,85000,,,,,,,,,55385.61,47885,15,4,15000,31987.96,43989,4,18,15000,41578.48,45425,4,19,15000,,0,3055
28788,current,M,47,805,30235.71,11144.55,14792.9,1115.5,2625,,23,26,27,2,2,,60000,,,,,,,,,46095.14,40638,11,4,25805,32083.55,32881.4,3,7,26581,47855.05,37740,3,10,25966,,14441.37,1502
27203,current,M,32,233,8831,7478,2391,,666,,8,6,12,1,,,219000,,,,,,,45000,,190542.29,350946,30,10,175500,172591.04,109269,7,11,62028,90605.48,24273,6,15,10000,,1838.32,10675
38709,current,M,31,683,17045,2722,4051.4,4454,755,1808,8,16,13,4,11,6,38000,,,,,,,,,35086.29,37474.49,24,5,31261,38755.75,31001.7,6,27,21246,42125.5,52966.07,6,18,21246,,0,475
19050,current,M,39,233,1718.37,,5973.51,,614,543,2,4,6,,,1,104000,,,1,,,,,,107764.5,95319,21,3,50000,86160.75,93004,3,22,36918,54634,43170,3,16,36918,,7029.36,3900
46118,current,M,44,245,11727,,1036,3283,6821,,7,1,,,2,1,80000,,,,,,,,,55417.48,56258,11,3,46082,38340.87,46339,1,17,46082,61498.98,47328,3,21,46082,,2339.48,365
43067,current,M,37,646,1358.95,877,7227.9,,4886.06,,4,9,17,1,,,106000,1,,,,,,,,76298.09,46970,18,3,37133,36190.64,72600,2,9,37500,72364.01,542503,5,14,468114,,6000.06,6563
26009,current,M,27,523,8229,5183.42,4969,16791,14426,12471,4,2,9,3,17,19,55000,,,,,,,,,33734,31638,14,2,22026,41986.25,48595,6,20,22026,70033,49480,4,29,48000,,0,4314
42851,current,M,38,371,7859.37,,3606.5,,462,,10,5,7,,,,56000,,,1,,,,,,54761.55,54750.71,9,4,38751.64,46620.52,46847.87,3,3,40706.3,51324.34,52259.34,4,3,44863.7,Y,0,504
39258,current,M,35,683,3251,5877.01,12188.84,4813.02,3937,4073,3,15,11,7,12,12,50000,,,,,,,,,44771.64,38614,24,2,30467,27073.02,30702,1,22,30467,39957.51,72439,4,18,69782,,1403.01,2040
3286,saving,M,28,266,8171.25,,7427.19,,3030,,17,23,36,,,,40000,,,,,,,,,17490.41,20214,3,3,9353,9105.07,,0,2,,10804.04,23677,6,3,8999,,0,6459
21508,current,M,49,515,12559.11,,17116.36,,9662,,8,21,8,,,,525000,,,,1,,420000,,,55453.73,71141.1,4,5,68890,54448.11,74410.25,6,5,68890,389304.46,332901,5,15,250454,,57389.66,1993
28174,current,M,34,372,1656,,923.5,,1774.75,,4,3,6,,,,33000,,,,,,,,,15145,17447,10,1,17405,13853.28,19913,2,14,17405,48680.25,46768,9,24,26000,,12524.85,5600
18087,saving,M,28,683,1165,,6757,,4430,,1,1,1,,,9,50000,,,,,,,,,,,,,,22184.5,31343,5,4,15000,128140.75,125348.98,33,26,15800,,0,340
45573,saving,M,32,344,14646.75,,3195.58,,21398,,6,3,3,,,,59000,,,,,,23107,,,43784.76,50279.94,11,3,25000,18408.51,1679.27,3,4,1375,25236.34,56535,3,2,50000,,0,4177
37854,current,M,37,683,2941.11,,2690.25,1098,446,370,5,4,4,,4,1,67000,,,,,,,,,24257.41,24368,5,1,24229,48641.33,137302,4,10,48000,73687.38,29033,3,7,24223,,2984.69,236
32700,current,M,30,534,2375,5418.11,11101,12666.76,8140,3867.25,1,5,5,4,13,11,45000,1,1,,,,,,,65804.06,71664.5,22,6,33000,46695.7,70756.5,8,26,49900,61683.75,33032.25,11,24,10000,,14605.95,5427
33831,current,M,24,723,4804,25187.14,3372.5,13189.93,1162,2007.75,4,,4,54,32,34,35000,,,,,,,,,93780.71,60966.37,86,10,28601,69448.65,97475.74,13,95,57000,70845.83,41999,10,87,19236,,0,1751
34158,current,M,27,955,2269,1195,15163.43,2578,975.42,11767.49,5,14,2,4,17,25,48000,,,,,,,,,44482.88,31282,21,3,25128,32705.73,37177,4,32,20088,45223.59,42941,9,42,24986,,0,1348
37851,current,F,25,233,1625.39,15715.76,982.19,,1559.79,3498.4,1,1,1,7,,6,27000,,,,,,,,,18262.76,18291,9,1,18025,,3539,1,0,3365,9101.4,30149,6,9,8500,,0,3296
21543,current,M,47,823,19629.7,,29234.41,12021,454,71,11,12,7,,1,1,40000,,,,,,255627.88,,,44864.25,65164.28,8,4,40000,60709.75,40365.9,2,8,40000,24001,46097.72,4,3,40000,,5060.08,2696
21951,current,M,29,683,6752.25,,8071.77,5217.36,7491.51,,28,4,3,,2,2,60000,,,,,,,,,512440.5,792288,15,2,748650,279003.11,51473.56,3,14,43520,83930.75,47170,2,16,45054,Y,0,528
5745,current,F,29,723,9574,,49719.59,,8848.47,,7,16,11,,,,65000,,,,,,,,,23437.52,23550,6,1,23256,21613,21846,1,5,21606,65973.92,81664,3,7,60000,,0,1762
41062,saving,M,40,653,9626,,14739.5,,1363,,1,3,4,,,,27000,,,,,,,,,,,,,,,,,,,,,,,,,2617.82,3106
12943,current,M,37,683,14244,1512,32306.73,1824,18055,9325.06,2,9,2,5,7,11,70000,,,,,,,,,30860.75,30285,15,2,28360,65281.51,35497,3,20,28360,624784.31,663653,9,23,291255,,3314.03,5300
